# 10-Minute Meditation Session
# Date: 2026-01-21T18:51:32.146497
# Duration: 600 seconds
# Samples: 29629
# Type: Guided meditation
#
timestamp_ms,thermistor,piezo,ir,red
138302,4095,109,206451,204141
138326,4095,223,206465,204158
138346,4095,205,206516,204154
138366,4095,186,206545,204198
138386,4095,174,206562,204202
138406,4095,162,206587,204201
138426,4095,183,206620,204210
138446,4095,156,206658,204221
138466,4095,146,206690,204245
138486,4095,169,206719,204269
138506,4095,135,206732,204234
138526,4095,135,206663,204208
138546,4095,139,206518,204136
138566,4095,119,206415,204089
138586,4095,119,206320,204066
138606,4095,103,206296,204055
138626,4095,103,206303,204066
138646,4095,112,206283,204059
138666,4095,82,206273,204051
138686,4095,80,206258,204022
138710,4095,215,206252,204039
138730,4095,212,206232,204039
138750,4095,184,206280,204050
138770,4095,180,206334,204081
138790,4095,188,206342,204079
138810,4095,159,206394,204115
138830,4095,182,206398,204105
138850,4095,151,206397,204100
138870,4095,136,206407,204093
138890,4095,146,206382,204090
138910,4095,124,206404,204089
138930,4095,128,206410,204093
138950,4095,139,206460,204115
138970,4095,120,206484,204114
138990,4095,104,206462,204131
139010,4095,100,206488,204131
139030,4095,105,206514,204124
139050,4095,97,206547,204149
139070,4095,101,206573,204145
139090,4095,96,206590,204131
139115,4095,205,206595,204119
139135,4095,187,206646,204156
139155,4095,181,206667,204168
139175,4095,175,206692,204169
139195,4095,169,206699,204135
139215,4095,165,206682,204114
139235,4095,160,206691,204123
139255,4095,144,206704,204142
139275,4095,135,206734,204156
139295,4095,129,206771,204181
139315,4095,135,206802,204195
139335,4095,104,206814,204196
139355,4095,112,206833,204210
139375,4095,112,206847,204207
139395,4095,100,206869,204216
139415,4095,104,206875,204240
139435,4095,96,206910,204227
139455,4095,87,206891,204232
139475,4095,103,206702,204150
139498,4095,208,206612,204094
139518,4095,223,206529,204074
139538,4095,204,206501,204047
139558,4095,199,206523,204066
139578,4095,178,206501,204081
139598,4095,169,206499,204077
139618,4095,160,206470,204033
139638,4095,156,206414,203977
139658,4095,153,206387,203961
139678,4095,151,206348,203956
139698,4095,123,206348,203937
139718,4095,135,206380,203946
139738,4095,144,206398,203971
139758,4095,127,206430,203969
139778,4095,120,206415,203979
139798,4095,99,206433,203981
139818,4095,92,206458,203969
139838,4095,111,206416,203963
139858,4095,96,206441,203952
139878,4095,81,206463,203954
139898,4095,88,206471,203952
139922,4095,215,206437,203922
139942,4095,184,206451,203909
139962,4095,183,206489,203919
139982,4095,207,206485,203906
140002,4095,176,206508,203900
140022,4095,187,206493,203900
140042,4095,167,206510,203862
140062,4095,155,206508,203876
140082,4095,153,206497,203874
140102,4095,144,206537,203843
140122,4095,143,206565,203880
140142,4095,128,206577,203890
140162,4095,119,206596,203873
140182,4095,102,206574,203873
140202,4095,123,206572,203835
140222,4095,107,206577,203838
140242,4095,96,206614,203869
140262,4095,87,206658,203891
140282,4095,82,206653,203845
140307,4095,222,206578,203799
140327,4095,200,206480,203762
140347,4095,174,206393,203764
140367,4095,159,206375,203766
140387,4095,155,206381,203761
140407,4095,171,206357,203749
140427,4095,147,206363,203743
140447,4095,148,206358,203746
140467,4095,129,206374,203721
140487,4095,126,206389,203747
140507,4095,128,206372,203747
140527,4095,112,206381,203740
140547,4095,121,206423,203861
140567,4095,115,206431,203768
140587,4095,98,206445,203765
140607,4095,107,206426,203740
140627,4095,82,206346,203726
140647,4095,93,206410,203726
140667,4095,89,206400,203711
140690,4095,208,206428,203717
140710,4095,202,206447,203719
140730,4095,224,206460,203721
140750,4095,186,206495,203748
140770,4095,180,206518,203765
140790,4095,187,206549,203767
140810,4095,159,206579,203786
140830,4095,154,206580,203782
140850,4095,151,206619,203785
140870,4095,139,206613,203798
140890,4095,133,206631,203801
140910,4095,145,206646,203798
140930,4095,129,206633,203789
140950,4095,108,206622,203756
140970,4095,114,206603,203749
140990,4095,112,206639,203765
141010,4095,104,206668,203786
141030,4095,111,206648,203759
141050,4095,91,206606,203702
141070,4095,93,206510,203649
141090,4095,103,206278,203559
141113,4095,231,206214,203523
141133,4095,211,206157,203510
141153,4095,208,206137,203474
141173,4095,207,206139,203476
141193,4095,180,206095,203476
141213,4095,177,206097,203444
141233,4095,163,206105,203454
141253,4095,156,206078,203418
141273,4095,151,206070,203436
141293,4095,157,206063,203421
141313,4095,139,206081,203428
141333,4095,124,206101,203439
141353,4095,131,206109,203439
141373,4095,106,206130,203441
141393,4095,116,206124,203431
141413,4095,109,206108,203414
141433,4095,111,206107,203432
141453,4095,98,206079,203415
141473,4095,104,206110,203474
141493,4095,88,206142,203416
141513,4095,95,206158,203438
141536,4095,212,206193,203438
141556,4095,213,206230,203431
141576,4095,202,206219,203422
141596,4095,191,206243,203459
141616,4095,183,206258,203471
141636,4095,162,206292,203469
141656,4095,166,206306,203493
141676,4095,169,206303,203473
141696,4095,143,206301,203460
141716,4095,151,206293,203449
141736,4095,120,206324,203475
141756,4095,128,206367,203492
141776,4095,123,206371,203488
141796,4095,127,206374,203461
141816,4095,115,206288,203425
141836,4095,125,206151,203368
141856,4095,95,206054,203342
141876,4095,102,205947,203297
141896,4095,95,205900,203268
141916,4095,97,205888,203256
141936,4095,96,205842,203239
141960,4095,219,205795,203236
141980,4095,184,205791,203197
142000,4095,200,205762,203196
142020,4095,184,205726,203176
142040,4095,171,205724,203171
142060,4095,183,205744,203183
142080,4095,156,205772,203187
142100,4095,153,205778,203202
142120,4095,146,205746,203181
142140,4095,122,205746,203149
142160,4095,123,205751,203159
142180,4095,144,205735,203150
142200,4095,119,205752,203136
142220,4095,115,205720,203161
142240,4095,92,205734,203133
142260,4095,103,205743,203145
142280,4095,92,205762,203138
142300,4095,96,205777,203154
142320,4095,80,205836,203166
142344,4095,218,205872,203210
142364,4095,217,205898,203206
142384,4095,187,205919,203195
142404,4095,192,205912,203202
142424,4095,203,205924,203189
142444,4095,158,205948,203204
142464,4095,168,205960,203217
142484,4095,150,205987,203225
142504,4095,151,206005,203210
142524,4095,153,205998,203219
142544,4095,131,206016,203218
142564,4095,135,206059,203242
142584,4095,121,206067,203238
142604,4095,119,206041,203187
142624,4095,108,205913,203160
142644,4095,100,205781,203074
142664,4095,99,205645,203007
142684,4095,88,205550,202998
142704,4095,107,205481,202963
142724,4095,83,205359,202895
142749,4095,202,205311,202854
142769,4095,184,205247,202857
142789,4095,190,205166,202813
142809,4095,165,205133,202783
142829,4095,170,205103,202780
142849,4095,176,205080,202765
142869,4095,140,205093,202777
142889,4095,137,205088,202779
142909,4095,131,205112,202761
142929,4095,121,205098,202757
142949,4095,147,205072,202730
142969,4095,123,205046,202720
142989,4095,119,205022,202719
143009,4095,92,205033,202723
143029,4095,95,205052,202738
143049,4095,100,205052,202739
143069,4095,92,205069,202742
143089,4095,95,205107,202758
143109,4095,84,205187,202809
143133,4095,196,205204,202824
143153,4095,191,205262,202837
143173,4095,184,205303,202846
143193,4095,187,205285,202843
143213,4095,164,205315,202853
143233,4095,164,205343,202883
143253,4095,140,205375,202883
143273,4095,136,205420,202914
143293,4095,143,205431,202936
143313,4095,144,205466,202928
143333,4095,144,205498,202960
143353,4095,144,205507,202973
143373,4095,104,205560,203005
143393,4095,105,205640,203077
143413,4095,100,205723,203118
143433,4095,95,205784,203136
143453,4095,103,205759,203108
143473,4095,87,205662,203065
143493,4095,79,205432,202974
143517,4095,215,205335,202971
143537,4095,216,205277,202944
143557,4095,191,205253,202952
143577,4095,181,205232,202970
143597,4095,195,205209,202927
143617,4095,168,205184,202942
143637,4095,169,205144,202916
143657,4095,148,205100,202899
143677,4095,160,205108,202908
143697,4095,153,205092,202906
143717,4095,126,205093,202901
143737,4095,119,205095,202903
143757,4095,127,205113,202913
143777,4095,115,205117,202870
143797,4095,105,205081,202867
143817,4095,100,205050,202843
143837,4095,92,205050,202840
143857,4095,88,205069,202864
143877,4095,88,205091,202850
143897,4095,84,205121,202870
143921,4095,203,205151,202889
143941,4095,202,205167,202886
143961,4095,195,205191,202913
143981,4095,189,205199,202911
144001,4095,175,205251,202919
144021,4095,159,205297,202968
144041,4095,153,205318,202972
144061,4095,140,205375,203005
144081,4095,159,205384,203005
144101,4095,135,205431,203022
144121,4095,135,205486,203055
144141,4095,135,205493,203072
144161,4095,104,205542,203094
144181,4095,120,205573,203117
144201,4095,107,205607,203120
144221,4095,88,205656,203156
144241,4095,123,205691,203174
144261,4095,95,205734,203194
144281,4095,95,205764,203191
144301,4095,96,205854,203250
144325,4095,223,205868,203271
144345,4095,181,205859,203222
144365,4095,203,205766,203193
144385,4095,174,205606,203142
144405,4095,160,205501,203090
144425,4095,168,205399,203057
144445,4095,163,205342,203017
144465,4095,139,205311,203015
144485,4095,155,205272,203012
144505,4095,127,205276,202981
144525,4095,123,205258,202995
144545,4095,122,205227,202964
144565,4095,113,205208,202952
144585,4095,106,205274,202957
144605,4095,99,205213,202974
144625,4095,105,205251,202974
144645,1799,107,205240,202968
144665,4095,88,205273,202981
144685,4095,84,205265,202960
144709,4095,196,205259,202964
144729,4095,215,205257,202997
144749,4095,185,205335,203020
144769,4095,184,205402,203064
144789,4095,201,205441,203065
144809,4095,168,205469,203105
144829,4095,176,205492,203125
144849,4095,160,205534,203139
144869,4095,138,205580,203155
144889,4095,151,205593,203175
144909,4095,144,205625,203177
144929,4095,129,205633,203177
144949,4095,116,205662,203182
144969,4095,113,205696,203187
144989,4095,115,205693,203196
145009,4095,121,205711,203207
145029,4095,112,205719,203202
145049,4095,95,205739,203210
145069,4095,90,205749,203214
145089,4095,88,205765,203194
145112,4095,219,205770,203182
145132,4095,215,205782,203208
145152,4095,217,205780,203214
145172,4095,183,205811,203204
145192,4095,203,205832,203212
145212,4095,205,205840,203195
145232,4095,169,205877,203239
145252,4095,168,205907,203259
145272,4095,148,205940,203248
145292,4095,140,205892,203227
145312,4095,153,205791,203201
145332,4095,139,205693,203152
145352,4095,123,205606,203131
145372,4095,123,205568,203119
145392,4095,106,205556,203099
145412,4095,117,205518,203110
145432,4095,102,205530,203101
145452,4095,107,205513,203096
145472,4095,97,205504,203083
145492,4095,92,205465,203066
145512,4095,83,205466,203051
145536,4095,200,205478,203074
145556,4095,209,205496,203049
145576,4095,183,205522,203064
145596,4095,174,205495,203065
145616,4095,167,205518,203042
145636,4095,159,205527,203067
145656,4095,163,205487,203037
145676,4095,150,205507,203038
145696,4095,139,205524,203055
145716,4095,142,205549,203055
145736,4095,135,205576,203073
145756,4095,116,205575,203072
145776,4095,111,205586,203053
145796,4095,119,205601,203058
145816,4095,112,205603,203056
145836,4095,104,205641,203088
145856,4095,100,205637,203081
145876,4095,79,205674,203049
145896,4095,92,205703,203084
145916,4095,93,205712,203085
145940,4095,204,205720,203098
145960,4095,184,205751,203093
145980,4095,184,205757,203118
146000,4095,180,205767,203115
146020,4095,164,205790,203112
146040,4095,168,205791,203100
146060,4095,167,205793,203088
146080,4095,143,205811,203101
146100,4095,120,205818,203120
146120,4095,120,205871,203116
146140,4095,120,205879,203125
146160,4095,118,205872,203125
146180,4095,128,205912,203136
146200,4095,104,205922,203144
146220,4095,92,205950,203160
146240,4095,103,205991,203168
146260,4095,99,205968,203175
146280,4095,96,205902,203121
146300,4095,91,205708,203044
146324,4095,200,205652,203033
146344,4095,234,205572,202994
146364,4095,191,205577,202986
146384,4095,192,205587,202989
146404,4095,197,205567,202963
146424,4095,161,205543,202974
146444,4095,171,205516,202953
146464,4095,144,205513,202957
146484,4095,155,205530,202966
146504,4095,160,205548,202976
146524,4095,135,205577,202977
146544,4095,123,205581,202976
146564,4095,121,205573,202971
146584,4095,125,205562,202924
146604,4095,115,205528,202945
146624,4095,111,205564,202950
146644,4095,91,205579,202938
146664,4095,111,205576,202958
146684,4095,96,205577,202950
146704,4095,94,205626,202950
146728,4095,203,205657,202981
146748,4095,219,205658,202981
146768,4095,183,205699,202994
146788,4095,187,205697,203019
146808,4095,167,205745,203016
146828,4095,159,205777,203044
146848,4095,152,205765,203044
146868,4095,160,205797,203051
146888,4095,145,205815,203054
146908,4095,139,205842,203052
146928,4095,143,205847,203067
146948,4095,139,205844,203053
146968,4095,113,205870,203077
146988,4095,141,205902,203079
147008,4095,117,205899,203062
147028,4095,119,205913,203087
147048,4095,107,205893,203058
147068,4095,96,205892,203041
147088,4095,95,205919,203062
147108,4095,95,205982,203109
147132,4095,215,206011,203119
147152,4095,215,206017,203082
147172,4095,194,205968,203065
147192,4095,176,205851,203024
147212,4095,183,205738,202967
147232,4095,169,205673,202940
147252,4095,160,205612,202909
147272,4095,149,205618,202927
147292,4095,145,205611,202909
147312,4095,135,205617,202912
147332,4095,120,205620,202902
147352,4095,129,205579,202901
147372,4095,109,205593,202915
147392,4095,119,205617,202953
147412,4095,105,205680,202986
147432,4095,105,205747,203018
147452,4095,105,205777,203052
147472,4095,91,205843,203069
147492,4095,95,205896,203079
147516,4095,201,205907,203111
147536,4095,212,205887,203105
147556,4095,199,205922,203112
147576,4095,187,205955,203126
147596,4095,187,205965,203126
147616,4095,177,205992,203129
147636,4095,168,205977,203135
147656,4095,159,206013,203149
147676,4095,151,206061,203179
147696,4095,155,206084,203205
147716,4095,139,206104,203184
147736,4095,128,206116,203204
147756,4095,124,206154,203221
147776,4095,112,206179,203221
147796,4095,120,206161,203230
147816,4095,111,206165,203207
147836,4095,107,206167,203207
147856,4095,92,206187,203227
147876,4095,84,206205,203223
147896,4095,92,206201,203210
147920,4095,202,206226,203252
147940,4095,211,206269,203292
147960,4095,182,206353,203320
147980,4095,207,206379,203330
148000,4095,175,206374,203294
148020,4095,156,206303,203268
148040,4095,176,206156,203217
148060,4095,146,206074,203167
148080,4095,149,206002,203145
148100,4095,143,205980,203144
148120,4095,151,205968,203135
148140,4095,139,205942,203151
148160,4095,112,205954,203146
148180,4095,119,205967,203145
148200,4095,107,205953,203134
148220,4095,104,205947,203154
148240,4095,113,205924,203139
148260,4095,85,205918,203292
148280,4095,113,205919,203117
148300,4095,83,205947,203118
148323,4095,253,205933,203100
148343,4095,207,205912,203100
148363,4095,209,205883,203070
148383,4095,189,205880,203041
148403,4095,190,205831,203040
148423,4095,171,205858,203013
148443,4095,154,205903,203064
148463,4095,167,205931,203063
148483,4095,152,205958,203062
148503,4095,148,205957,203079
148523,4095,139,205969,203069
148543,4095,147,205991,203085
148563,4095,120,206001,203084
148583,4095,114,206002,203059
148603,4095,135,205983,203046
148623,4095,119,205964,203026
148643,4095,104,205979,203042
148663,4095,107,205992,203055
148683,4095,84,206025,203070
148703,4095,95,206033,203062
148723,4095,88,206051,203065
148747,4095,202,206047,203050
148767,4095,204,206053,203028
148787,4095,186,206061,203048
148807,4095,172,206060,203046
148827,4095,165,206098,203050
148847,4095,164,206062,203023
148867,4095,161,205968,202962
148887,4095,138,205894,202970
148907,4095,155,205782,202919
148927,4095,135,205724,202898
148947,4095,131,205678,202858
148967,4095,120,205626,202848
148987,4095,112,205588,202813
149007,4095,112,205571,202826
149027,4095,105,205555,202806
149047,4095,92,205530,202795
149067,4095,96,205461,202764
149087,4095,89,205442,202737
149107,4095,96,205417,202734
149127,4095,95,205444,202727
149151,4095,213,205416,202715
149171,4095,185,205431,202695
149191,4095,186,205409,202662
149211,4095,184,205366,202663
149231,4095,171,205386,202676
149251,4095,189,205403,202675
149271,4095,152,205409,202660
149291,4095,147,205397,202675
149311,4095,159,205403,202659
149331,4095,131,205413,202646
149351,4095,128,205433,202682
149371,4095,143,205457,202684
149391,4095,115,205487,202692
149411,4095,117,205476,202683
149431,4095,107,205517,202697
149451,4095,112,205526,202697
149471,4095,103,205540,202717
149491,4095,93,205556,202713
149511,4095,83,205617,202723
149535,4095,215,205633,202763
149555,4095,219,205657,202777
149575,4095,192,205708,202783
149595,4095,180,205690,202790
149615,4095,193,205718,202778
149635,4095,162,205751,202813
149655,4095,167,205758,202815
149675,4095,157,205800,202838
149695,4095,149,205846,202870
149715,4095,155,205876,202871
149735,4095,137,205898,202891
149755,4095,118,205839,202857
149775,4095,116,205738,202807
149795,4095,121,205586,202728
149815,4095,107,205430,202660
149835,4095,100,205316,202612
149855,4095,123,205227,202562
149875,4095,87,205179,202546
149895,4095,86,205167,202526
149915,4095,92,205083,202468
149939,4095,198,205031,202443
149959,4095,223,204960,202401
149979,4095,197,204936,202400
149999,4095,172,204891,202412
150019,4095,167,204938,202418
150039,4095,156,204974,202414
150059,4095,175,204967,202405
150079,4095,145,204951,202399
150099,4095,153,204929,202374
150119,4095,122,204903,202363
150139,4095,151,204901,202337
150159,4095,124,204846,202316
150179,4095,106,204820,202294
150199,4095,128,204811,202279
150219,4095,117,204802,202272
150239,4095,97,204806,202292
150259,4095,103,204818,202297
150279,4095,95,204867,202320
150299,4095,83,204915,202358
150319,4095,88,205001,202381
150343,4095,211,205012,202409
150363,4095,195,205060,202418
150383,4095,192,205103,202445
150403,4095,197,205100,202450
150423,4095,175,205128,202447
150443,4095,168,205133,202471
150463,4095,159,205168,202450
150483,4095,143,205203,202505
150503,4095,159,205222,202510
150523,4095,120,205255,202509
150543,4095,120,205301,202551
150563,4095,128,205307,202556
150583,4095,106,205329,202550
150603,4095,108,205357,202606
150623,4095,95,205400,202608
150643,4095,103,205439,202612
150663,4095,92,205408,202605
150683,4095,84,205342,202586
150703,4095,87,205148,202499
150727,4095,211,205038,202491
150747,4095,215,204949,202450
150767,4095,183,204891,202416
150787,4095,178,204865,202422
150807,4095,184,204836,202396
150827,4095,155,204817,202410
150847,4095,154,204770,202385
150867,4095,155,204731,202359
150887,4095,138,204697,202352
150907,4095,140,204694,202357
150927,4095,151,204694,202372
150947,4095,135,204715,202387
150967,4095,112,204735,202383
150987,4095,113,204739,202370
151007,4095,102,204724,202386
151027,4095,105,204734,202387
151047,4095,111,204726,202387
151067,4095,111,204702,202369
151087,4095,92,204712,202362
151107,4095,78,204757,202389
151131,4095,203,204760,202396
151151,4095,211,204769,202415
151171,4095,200,204834,202437
151191,4095,174,204825,202467
151211,4095,176,204892,202474
151231,4095,155,204930,202495
151251,4095,172,204912,202483
151271,4095,144,204954,202510
151291,4095,142,204962,202521
151311,4095,118,205000,202504
151331,4095,144,205035,202555
151351,4095,129,205045,202555
151371,4095,119,205079,202584
151391,4095,127,205137,202609
151411,4095,107,205143,202591
151431,4095,104,205147,202605
151451,4095,107,205162,202627
151471,4095,88,205209,202638
151491,4095,88,205249,202656
151511,4095,107,205313,202698
151535,4095,211,205331,202725
151555,4095,206,205381,202714
151575,4095,184,205384,202716
151595,4095,178,205226,202647
151615,4095,163,205082,202575
151635,4095,164,204940,202527
151655,4095,163,204838,202467
151675,4095,160,204750,202448
151695,4095,151,204691,202437
151715,4095,137,204674,202391
151735,4095,143,204641,202416
151755,4095,133,204615,202396
151775,4095,119,204601,202397
151795,4095,125,204575,202402
151815,4095,95,204570,202399
151835,4095,100,204574,202396
151855,4095,111,204578,202398
151875,4095,111,204589,202409
151895,4095,96,204592,202389
151919,4095,204,204571,202379
151939,4095,211,204542,202383
151959,4095,187,204561,202387
151979,4095,189,204579,202406
151999,4095,205,204571,202387
152019,4095,175,204582,202409
152039,4095,162,204582,202413
152059,4095,152,204604,202419
152079,4095,159,204629,202424
152099,4095,159,204638,202437
152119,4095,120,204646,202432
152139,4095,135,204663,202454
152159,4095,119,204700,202458
152179,4095,102,204740,202471
152199,4095,109,204740,202489
152219,4095,104,204749,202473
152239,4095,112,204774,202484
152259,4095,92,204789,202504
152279,4095,93,204840,202531
152299,4095,93,204866,202530
152322,4095,231,204874,202523
152342,4095,222,204872,202542
152362,4095,238,204863,202533
152382,4095,180,204880,202531
152402,4095,187,204933,202556
152422,4095,182,204946,202543
152442,4095,176,204952,202547
152462,4095,176,204860,202509
152482,4095,159,204753,202462
152502,4095,136,204612,202420
152522,4095,146,204492,202374
152542,4095,135,204400,202316
152562,4095,120,204337,202301
152582,4095,123,204292,202289
152602,4095,106,204257,202251
152622,4095,121,204178,202240
152642,4095,100,204140,202205
152662,4095,112,204093,202194
152682,4095,93,204067,202205
152702,4095,107,204080,202216
152722,4095,82,204099,202218
152746,4095,213,204088,202196
152766,4095,204,204045,202185
152786,4095,179,204033,202183
152806,4095,176,204005,202176
152826,4095,159,203997,202149
152846,4095,156,203998,202172
152866,4095,176,203998,202195
152886,4095,148,204024,202202
152906,4095,147,204041,202210
152926,4095,143,204070,202219
152946,4095,132,204095,202232
152966,4095,116,204104,202246
152986,4095,128,204141,202261
153006,4095,119,204180,202279
153026,4095,104,204189,202285
153046,4095,125,204218,202310
153066,4095,100,204258,202347
153086,4095,84,204300,202185
153106,4095,111,204356,202402
153126,4095,84,204427,202437
153149,4095,231,204452,202453
153169,4095,217,204522,202508
153189,4095,215,204585,202533
153209,4095,182,204651,202574
153229,4095,202,204687,202604
153249,4095,166,204689,202573
153269,4095,163,204621,202552
153289,4095,155,204468,202507
153309,4095,151,204356,202457
153329,4095,147,204254,202427
153349,4095,140,204172,202385
153369,4095,126,204128,202373
153389,4095,125,204072,202349
153409,4095,109,204026,202311
153429,4095,123,203978,202303
153449,4095,120,203936,202281
153469,4095,103,203918,202300
153489,4095,123,203894,202303
153509,4095,84,203929,202308
153529,4095,95,203936,202307
153549,4095,104,203909,202303
153572,4095,236,203886,202290
153592,4095,216,203875,202269
153612,4095,202,203852,202267
153632,4095,189,203870,202283
153652,4095,181,203862,202312
153672,4095,167,203894,202298
153692,4095,161,203928,202329
153712,4095,175,203914,202329
153732,4095,151,203933,202328
153752,4095,143,203950,202348
153772,4095,156,203970,202345
153792,4095,128,204022,202384
153812,4095,121,204034,202397
153832,4095,111,204063,202418
153852,4095,114,204109,202432
153872,4095,120,204105,202423
153892,4095,101,204115,202429
153912,4095,100,204081,202403
153932,4095,92,204084,202267
153952,4095,91,204108,202420
153972,4095,88,204177,202442
153996,4095,230,204178,202448
154016,4095,192,204160,202404
154036,4095,195,204051,202379
154056,4095,180,203900,202317
154076,4095,161,203772,202268
154096,4095,185,203660,202224
154116,4095,176,203543,202159
154136,4095,138,203453,202135
154156,4095,151,203390,202113
154176,4095,141,203355,202098
154196,4095,131,203310,202088
154216,4095,118,203245,202078
154236,4095,115,203210,202059
154256,4095,144,203197,202086
154276,4095,95,203219,202095
154296,4095,107,203244,202098
154316,4095,111,203200,202075
154336,4095,93,203188,202074
154356,4095,91,203117,202038
154380,4095,215,203126,202064
154400,4095,214,203110,202064
154420,4095,188,203136,202059
154440,4095,195,203191,202098
154460,4095,215,203192,202111
154480,4095,175,203229,202118
154500,4095,167,203244,202135
154520,4095,160,203279,202145
154540,4095,151,203317,202174
154560,4095,151,203340,202193
154580,4095,118,203370,202180
154600,4095,128,203413,202232
154620,4095,136,203441,202245
154640,4095,112,203500,202251
154660,4095,106,203489,202253
154680,4095,123,203502,202259
154700,4095,112,203540,202273
154720,4095,92,203583,202320
154740,4095,95,203660,202369
154760,4095,103,203686,202349
154785,4095,223,203591,202304
154805,4095,184,203472,202262
154825,4095,188,203298,202215
154845,4095,172,203192,202146
154865,4095,169,203062,202112
154885,4095,161,202948,202049
154905,4095,144,202847,202025
154925,4095,149,202748,201980
154945,4095,137,202658,201935
154965,4095,141,202571,201889
154985,4095,123,202460,201866
155005,4095,124,202394,201836
155025,4095,120,202345,201833
155045,4095,119,202320,201822
155065,4095,98,202337,201817
155085,4095,100,202304,201808
155105,4095,104,202287,201792
155125,4095,96,202276,201792
155145,4095,103,202217,201756
155169,4095,215,202187,201754
155189,4095,191,202206,201751
155209,4095,186,202250,201790
155229,4095,205,202271,201824
155249,4095,173,202337,201850
155269,4095,167,202377,201880
155289,4095,145,202432,201887
155309,4095,140,202500,201946
155329,4095,159,202560,201974
155349,4095,144,202624,201998
155369,4095,120,202687,202031
155389,4095,144,202730,202057
155409,4095,106,202802,202094
155429,4095,115,202844,202142
155449,4095,105,202902,202155
155469,4095,99,202948,202160
155489,4095,90,202981,202187
155509,4095,91,203049,202222
155529,4095,88,203150,202245
155553,4095,215,203185,202290
155573,4095,235,203223,202327
155593,4095,182,203302,202361
155613,4095,192,203366,202391
155633,4095,208,203399,202387
155653,4095,161,203400,202396
155673,4095,173,203291,202334
155693,4095,151,203125,202258
155713,4095,156,202949,202190
155733,4095,147,202768,202128
155753,4095,124,202615,202047
155773,4095,135,202506,202025
155793,4095,112,202443,201993
155813,4095,108,202358,201965
155833,4095,123,202246,201935
155853,4095,111,202156,201894
155873,4095,107,202071,201860
155893,4095,112,202016,201863
155913,4095,90,201971,201852
155933,4095,84,202016,201913
155956,4095,213,202059,201920
155976,4095,204,202086,201963
155996,4095,208,202097,201968
156016,4095,195,202110,201973
156036,4095,185,202138,202003
156056,4095,180,202193,202031
156076,4095,162,202268,202095
156096,4095,167,202305,202131
156116,4095,148,202387,202152
156136,4095,151,202459,202202
156156,4095,136,202531,202254
156176,4095,132,202601,202291
156196,4095,132,202654,202329
156216,4095,135,202711,202368
156236,4095,119,202771,202368
156256,4095,111,202810,202413
156276,4095,103,202857,202433
156296,4095,92,202913,202443
156316,4095,97,202976,202503
156336,4095,95,203050,202554
156356,4095,83,203192,202609
156380,4095,204,203243,202633
156400,4095,219,203264,202637
156420,4095,195,203340,202694
156440,4095,192,203372,202732
156460,4095,160,203454,202766
156480,4095,203,203545,202809
156500,4095,167,203592,202844
156520,4095,147,203645,202865
156540,4095,157,203671,202888
156560,4095,122,203746,202926
156580,4095,151,203819,202969
156600,4095,128,203877,203006
156620,4095,123,203937,203031
156640,4095,135,203944,203021
156660,4095,104,203846,202970
156680,4095,99,203693,202921
156700,4095,104,203509,202850
156720,4095,93,203388,202775
156740,4095,84,203290,202742
156760,4095,95,203131,202661
156784,4095,214,203041,202630
156804,4095,207,202961,202581
156824,4095,186,202888,202557
156844,4095,183,202798,202530
156864,4095,158,202777,202530
156884,4095,169,202751,202535
156904,4095,176,202742,202516
156924,4095,151,202758,202557
156944,4095,151,202760,202561
156964,4095,127,202779,202538
156984,4095,127,202783,202570
157004,4095,131,202779,202557
157024,4095,106,202770,202541
157044,4095,104,202763,202561
157064,4095,103,202790,202572
157084,4095,112,202838,202589
157104,4095,100,202869,202611
157124,4095,96,202920,202631
157144,4095,80,202997,202673
157168,4095,202,203048,202729
157188,4095,212,203074,202740
157208,4095,207,203161,202781
157228,4095,181,203215,202821
157248,4095,201,203258,202821
157268,4095,159,203349,202860
157288,4095,167,203348,202885
157308,4095,153,203414,202907
157328,4095,138,203460,202936
157348,4095,142,203509,202965
157368,4095,143,203556,202970
157388,4095,144,203589,203025
157408,4095,139,203660,203040
157428,4095,128,203724,203067
157448,4095,104,203742,203106
157468,4095,107,203817,203124
157488,4095,100,203845,203124
157508,4095,103,203872,203149
157528,4095,90,203921,203172
157548,4095,103,204001,203199
157573,4095,215,204031,203207
157593,4095,191,204114,203274
157613,4095,183,204157,203301
157633,4095,176,204228,203301
157653,4095,169,204216,203315
157673,4095,160,204128,203258
157693,4095,159,204030,203244
157713,4095,167,203931,203209
157733,4095,136,203867,203184
157753,4095,122,203819,203171
157773,4095,133,203792,203172
157793,4095,108,203805,203176
157813,4095,112,203776,203189
157833,4095,102,203743,203173
157853,4095,105,203729,203156
157873,4095,102,203660,203149
157893,4095,103,203661,203153
157913,4095,89,203683,203166
157933,4095,107,203709,203170
157957,4095,211,203684,203172
157977,4095,183,203704,203164
157997,4095,188,203696,203142
158017,4095,187,203662,203137
158037,4095,160,203643,203115
158057,4095,167,203667,203141
158077,4095,145,203713,203157
158097,4095,151,203763,203187
158117,4095,152,203776,203201
158137,4095,120,203810,203188
158157,4095,144,203834,203225
158177,4095,137,203872,203236
158197,4095,109,203906,203253
158217,4095,109,203937,203296
158237,4095,100,203977,203281
158257,4095,99,203999,203285
158277,4095,112,204014,203302
158297,4095,104,204056,203334
158317,4095,78,204123,203332
158341,4095,215,204169,203364
